0	0
1	0.005555556
2	0.011111111
3	0.016666667
4	0.022222222
5	0.027777778
6	0.033333333
7	0.038888889
8	0.044444444
9	0.05
10	0.055555556
11	0.061111111
12	0.066666667
13	0.072222222
14	0.077777778
15	0.083333333
16	0.088888889
17	0.094444444
18	0.1
19	0.105555556
20	0.111111111
21	0.116666667
22	0.122222222
23	0.127777778
24	0.133333333
25	0.138888889
26	0.144444444
27	0.15
28	0.155555556
29	0.161111111
30	0.166666667
31	0.172222222
32	0.177777778
33	0.183333333
34	0.188888889
35	0.194444444
36	0.2
37	0.205555556
38	0.211111111
39	0.216666667
40	0.222222222
41	0.227777778
42	0.233333333
43	0.238888889
44	0.244444444
45	0.25
46	0.255555556
47	0.261111111
48	0.266666667
49	0.272222222
50	0.277777778
51	0.283333333
52	0.288888889
53	0.294444444
54	0.3
55	0.303
56	0.306
57	0.309
58	0.312
59	0.315
60	0.318
61	0.321
62	0.324
63	0.327
64	0.33
65	0.333
66	0.336
67	0.339
68	0.342
69	0.345
70	0.348
71	0.351
72	0.354
73	0.357
74	0.36
75	0.363
76	0.366
77	0.369
78	0.372
79	0.375
80	0.378
81	0.381
82	0.384
83	0.387
84	0.39
85	0.393
86	0.396
87	0.399
88	0.402
89	0.405
90	0.408
91	0.411
92	0.414
93	0.417
94	0.42
95	0.423
96	0.426
97	0.429
98	0.432
99	0.435
100	0.438
101	0.441
102	0.444
103	0.447
104	0.45
105	0.453
106	0.456
107	0.459
108	0.462
109	0.465
110	0.468
111	0.471
112	0.474
113	0.477
114	0.48
115	0.483
116	0.486
117	0.489
118	0.492
119	0.495
120	0.498
121	0.501
122	0.504
123	0.507
124	0.51
125	0.513
126	0.516
127	0.519
128	0.522
129	0.525
130	0.528
131	0.531
132	0.534
133	0.537
134	0.54
135	0.543
136	0.546
137	0.549
138	0.552
139	0.555
140	0.558
141	0.561
142	0.564
143	0.567
144	0.57
145	0.573
146	0.576
147	0.579
148	0.582
149	0.585
150	0.588
151	0.591
152	0.594
153	0.597
154	0.6
155	0.601948052
156	0.603896104
157	0.605844156
158	0.607792208
159	0.60974026
160	0.611688312
161	0.613636364
162	0.615584416
163	0.617532468
164	0.619480519
165	0.621428571
166	0.623376623
167	0.625324675
168	0.627272727
169	0.629220779
170	0.631168831
171	0.633116883
172	0.635064935
173	0.637012987
174	0.638961039
175	0.640909091
176	0.642857143
177	0.644805195
178	0.646753247
179	0.648701299
180	0.650649351
181	0.652597403
182	0.654545455
183	0.656493506
184	0.658441558
185	0.66038961
186	0.662337662
187	0.664285714
188	0.666233766
189	0.668181818
190	0.67012987
191	0.672077922
192	0.674025974
193	0.675974026
194	0.677922078
195	0.67987013
196	0.681818182
197	0.683766234
198	0.685714286
199	0.687662338
200	0.68961039
201	0.691558442
202	0.693506494
203	0.695454545
204	0.697402597
205	0.699350649
206	0.701298701
207	0.703246753
208	0.705194805
